pcwb_product_code,recycler,harddrive,image,ram,spider,TelevisionDisplayFormat,monitoredcategory,meta,TelevisionHDR10,dburls,images,availability,sku3,sku2,category,title,TVTunerDigitalTVTuner,numberofdeals,processormodel,image_srcx,monitoredattribute,html,imagebrightness,TelevisionDiagonalSize,price,stock,files,sku,description,ean,brand,monitoredattribute2,image_urls,breadcrumb,file_urls,date,TelevisionType,product_title,slotsqty,url,europrice,emptyslots,server,project,ip,image_url,useragent,model,processor
,,,,,,,,,,,,,,,,"Laura Ashley Natural Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472158,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Silver Matt Emulsion paint, 5L",,,,,,,,,"£,65",1,,5011583473001,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Sable Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473582,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Soft Truffle Matt Emulsion paint, 5L",,,,,,,,,"£,65",1,,5011583472868,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Twine Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473520,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Blush Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472646,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Silver White Matt Emulsion paint, 5L",,,,,,,,,"£,65",1,,5011583472981,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Duck Egg Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473926,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Duck Egg White Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473919,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Grey Green Matt Emulsion paint, 5L",,,,,,,,,"£,65",1,,5011583473209,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Ivory Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473421,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Blush Matt Emulsion paint, 5L",,,,,,,,,"£,65",1,,5011583473346,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Seaspray White Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472561,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale Hedge Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472431,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Dove Grey Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473629,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Pale French Grey Eggshell Emulsion paint, 750ml",,,,,,,,,"£,24",1,,5011583473643,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Soft Truffle Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472165,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Steel Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472264,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Soft Silver Matt Emulsion paint, 5L",,,,,,,,,"£,65",1,,5011583473018,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Laura Ashley Slate White Matt Emulsion paint, 2.5L",,,,,,,,,"£,38",1,,5011583472363,,,,,,,,,,,,,,,,,,,,,
